City,State,Population,Percent employed,Occupation (MBSA),Occupation (S),Occupation (SO),Occupation (RCM),Occupation (PT),Median household income,Homeownership rate,Median home price,Median rent,KMeans,Hierarchical
"Woodway, Texas",Texas,9483,59.8,65.3,7.7,12.1,7.9,7.0,115729,91.3,336100,1748,0,3
"Wortham, Texas",Texas,984,41.4,27.4,20.5,21.0,12.7,18.4,41833,45.6,93800,883,8,4
"Wyldwood, Texas",Texas,5436,49.4,23.1,29.1,16.3,13.9,17.6,85216,69.7,151500,1363,3,4
"Wylie, Texas",Texas,58991,72.8,47.1,14.3,22.0,7.2,9.4,113661,76.2,350100,1985,0,0
"Yantis, Texas",Texas,384,56.4,38.6,17.8,19.3,8.1,16.2,50000,65.7,156000,783,5,0
"Yoakum, Texas",Texas,5649,60.6,20.2,22.6,17.9,13.1,26.2,49950,56.7,134100,887,8,4
"Yorktown, Texas",Texas,1987,44.0,27.5,15.4,27.6,20.7,8.8,69948,79.7,159000,833,4,4
"Zapata, Texas",Texas,4879,44.7,29.5,24.4,21.8,12.5,11.7,37653,65.8,104300,482,3,4
"Zavalla, Texas",Texas,598,53.7,30.1,18.6,19.5,16.9,14.8,41250,79.0,67600,856,1,4
"Zephyr, Texas",Texas,215,65.2,14.6,9.7,51.5,12.6,11.7,29543,58.4,65000,850,4,9
"Alpine, Utah",Utah,10272,57.6,58.8,9.8,19.7,4.3,7.4,156786,87.6,893400,2786,6,7
"Amalga, Utah",Utah,486,66.0,36.6,15.5,19.0,10.8,18.1,98438,75.2,401600,2125,2,0
"American Fork, Utah",Utah,35312,71.3,47.6,11.8,25.1,6.5,9.0,95823,67.6,467900,1665,7,1
"Aneth, Utah",Utah,324,47.2,35.6,16.7,15.6,12.2,20.0,56563,83.5,92100,888,5,2
"Aurora, Utah",Utah,881,67.0,40.2,9.9,18.9,8.8,22.2,92321,93.2,272600,850,2,0
"Ballard, Utah",Utah,1648,65.2,27.0,19.2,23.1,13.2,17.5,81250,86.5,241100,1233,2,0
"Bear River City, Utah",Utah,863,68.1,30.6,9.8,23.5,11.5,24.6,87917,85.2,381500,1579,2,0
"Beaver, Utah",Utah,3632,61.0,28.3,24.8,21.3,6.7,18.9,82625,79.5,295700,1101,2,4
"Benjamin, Utah",Utah,690,59.1,23.1,25.0,24.4,9.1,18.5,67045,67.8,528800,1305,8,0
"Benson, Utah",Utah,1864,80.6,31.8,18.0,8.7,23.9,17.6,82019,72.3,281400,964,1,0
"Bicknell, Utah",Utah,383,72.6,28.2,15.0,30.8,20.1,6.0,71563,77.3,338900,950,4,0
"Big Water, Utah",Utah,520,48.4,30.5,38.0,16.0,3.7,11.8,45625,76.3,251300,1509,3,4
"Blanding, Utah",Utah,3303,64.0,38.0,23.9,17.6,14.1,6.4,63333,68.0,225000,869,5,2
"Bluffdale, Utah",Utah,18168,77.7,46.1,12.8,22.6,9.3,9.1,122879,77.9,652000,1864,0,0
"Boulder, Utah",Utah,389,42.5,49.6,16.5,24.3,9.6,0.0,50450,71.5,304300,834,5,0
"Bountiful, Utah",Utah,45093,68.3,52.2,13.2,19.9,6.6,8.0,103723,72.9,488900,1467,0,0
"Brigham City, Utah",Utah,19796,62.9,35.6,16.7,17.0,8.6,22.1,66435,65.3,321500,949,8,0
"Carbonville, Utah",Utah,1410,60.4,30.3,17.0,23.0,16.6,13.1,64405,71.4,208500,1025,4,0
"Castle Dale, Utah",Utah,1463,50.8,51.5,10.1,14.9,6.5,17.0,69821,83.5,174700,719,5,2
"Cedar City, Utah",Utah,37202,66.5,34.6,19.3,20.3,10.3,15.6,63789,56.6,348000,1008,8,4
"Cedar Hills, Utah",Utah,9945,66.3,48.5,12.7,27.5,3.6,7.6,137527,86.5,615900,2139,0,3
"Centerfield, Utah",Utah,1312,70.7,30.6,28.6,15.4,6.1,19.3,83281,88.7,296700,1042,2,4
"Centerville, Utah",Utah,16692,63.9,52.7,11.5,22.4,3.5,9.8,117831,86.1,492700,1548,0,0
"Central Valley, Utah",Utah,686,72.1,30.4,10.4,34.7,12.9,11.7,89583,89.9,352900,1107,2,0
"Circleville, Utah",Utah,431,54.0,44.2,5.5,18.8,21.2,10.3,74375,89.9,255000,850,5,2
"Clarkston, Utah",Utah,596,57.3,31.2,10.3,14.5,22.7,21.3,65625,94.9,286700,921,1,2
"Clearfield, Utah",Utah,32895,69.7,34.0,16.2,20.7,11.1,18.0,75429,58.6,342000,1459,7,0
"Cleveland, Utah",Utah,429,59.5,36.9,22.3,22.8,2.9,15.0,92589,70.2,150000,744,8,2
"Clinton, Utah",Utah,23492,70.4,43.9,7.6,23.6,8.6,16.3,109915,89.6,412200,1760,0,0
"Coalville, Utah",Utah,1915,73.7,30.0,27.3,12.2,19.6,11.0,85921,64.3,455000,1301,7,0
"Copperton metro, Utah",Utah,865,74.0,18.9,10.8,24.0,27.7,18.7,77778,54.6,375000,1358,8,4
"Corinne, Utah",Utah,836,67.4,28.1,12.3,24.9,13.6,21.1,74844,87.8,370800,1000,2,0
"Cornish, Utah",Utah,236,63.8,47.8,4.3,18.5,19.6,9.8,87500,86.7,276200,1000,2,2
"Cottonwood Heights, Utah",Utah,32984,70.4,54.2,10.1,22.4,4.6,8.6,116583,71.1,641900,1697,0,3
"Daniel, Utah",Utah,956,69.6,22.6,26.5,27.3,10.6,13.0,113438,79.3,730200,1375,2,0
"Delta, Utah",Utah,3675,57.7,31.8,19.1,25.0,10.0,14.1,73224,74.5,255400,1107,4,0
"Draper, Utah",Utah,50159,66.2,55.6,10.0,22.3,3.8,8.3,130680,71.7,726000,1812,0,3
"Duchesne, Utah",Utah,1744,64.7,30.3,21.8,16.6,12.1,19.1,78854,77.8,216700,1050,2,0
"Eagle Mountain, Utah",Utah,49514,75.8,46.8,13.2,21.8,11.1,7.1,105576,85.1,469500,1995,0,3
"East Basin, Utah",Utah,3613,60.7,59.9,12.1,20.6,3.2,4.3,187361,92.0,1200300,3501,6,7
"East Carbon, Utah",Utah,1476,48.3,19.6,11.5,16.0,21.0,31.9,40114,75.7,86500,1028,9,0
"Elmo, Utah",Utah,433,47.7,31.6,6.6,9.6,44.9,7.4,52143,76.4,181300,712,1,6
"Elsinore, Utah",Utah,760,55.1,25.5,8.3,30.2,16.6,19.4,67708,89.7,223700,906,4,0
"Elwood, Utah",Utah,1643,72.4,27.4,8.9,26.2,11.2,26.3,99375,93.9,480100,1375,2,0
"Emigration Canyon metro, Utah",Utah,1465,67.3,75.9,5.3,12.5,3.2,3.1,184722,92.7,959100,2286,6,3
"Enoch, Utah",Utah,7856,68.4,36.8,21.3,17.4,11.7,12.7,81767,85.1,335200,1129,2,0
"Enterprise, Utah",Utah,1543,56.2,34.2,23.3,20.0,20.0,2.6,72407,85.4,311700,1283,2,4
"Ephraim, Utah",Utah,5805,64.9,46.7,21.1,15.8,7.6,8.8,71661,53.2,405600,911,7,4
"Escalante, Utah",Utah,625,57.7,31.8,48.8,8.6,7.1,3.6,44048,64.6,309500,770,3,4
"Eureka, Utah",Utah,941,48.4,26.0,16.6,17.2,23.9,16.3,70938,96.5,252800,1036,1,4
"Fairview, Utah",Utah,1389,65.2,29.8,13.4,24.4,16.8,15.6,59750,87.0,256200,991,2,0
"Farmington, Utah",Utah,24934,65.0,54.7,13.3,20.0,5.8,6.2,120432,82.5,618400,1644,0,3
"Farr West, Utah",Utah,7881,75.1,38.5,13.5,23.5,6.5,17.9,111875,93.4,509100,756,2,0
"Fayette, Utah",Utah,388,72.5,48.0,11.0,5.0,10.0,26.0,67917,67.9,234400,581,5,0
"Ferron, Utah",Utah,1361,46.7,20.8,24.6,18.3,26.2,10.1,68324,75.1,213300,679,1,4
"Fielding, Utah",Utah,643,67.3,31.9,17.8,15.9,15.2,19.3,75000,71.3,352600,914,2,0
"Fillmore, Utah",Utah,2633,68.6,21.0,15.7,16.1,23.2,24.1,77000,70.7,275400,789,9,4
"Fountain Green, Utah",Utah,1539,58.5,27.1,19.5,19.2,11.0,23.2,70402,91.6,321000,1089,2,0
"Francis, Utah",Utah,1797,74.3,39.0,21.3,19.2,8.6,11.9,113500,88.8,700900,1583,0,0
"Fruit Heights, Utah",Utah,6036,64.6,44.7,11.0,28.5,3.6,12.3,134500,92.1,654800,1727,0,0
"Garden City, Utah",Utah,545,51.5,13.9,19.3,42.2,17.1,7.5,62750,80.2,554500,813,4,9
"Garland, Utah",Utah,2609,64.0,20.6,15.3,22.3,13.9,27.9,65369,71.1,318000,794,9,9
"Genola, Utah",Utah,1766,69.6,38.0,11.6,18.6,11.5,20.4,137661,93.2,601000,1159,2,0
"Glenwood, Utah",Utah,653,57.5,37.9,7.0,22.1,16.9,16.2,83333,89.3,310200,688,2,0
"Goshen, Utah",Utah,833,73.5,30.3,16.4,13.1,30.0,10.1,93529,74.8,246100,1274,1,0
"Granite, Utah",Utah,813,47.4,46.7,13.2,21.7,11.8,6.6,99375,80.9,978500,1672,0,2
"Grantsville, Utah",Utah,13637,68.5,36.0,12.1,20.8,11.5,19.6,97216,87.2,432200,1062,2,0
"Green River, Utah",Utah,804,66.5,37.4,34.1,12.7,10.4,5.4,45781,68.4,153800,560,3,4
"Gunnison, Utah",Utah,3537,27.9,34.9,14.0,23.8,11.8,15.5,66111,70.2,247600,1049,5,4
"Hanksville, Utah",Utah,203,44.1,31.0,11.3,31.0,1.4,25.4,37614,56.2,97300,1045,8,9
"Harrisville, Utah",Utah,6919,75.4,28.6,17.3,27.8,10.8,15.6,75981,83.9,368200,1350,2,0
"Heber, Utah",Utah,17438,75.5,38.6,22.0,19.1,11.4,9.0,107784,80.0,571300,1862,0,0
"Helper, Utah",Utah,2680,58.4,34.6,10.9,24.9,17.8,11.9,61908,76.2,207700,843,4,0
"Henefer, Utah",Utah,855,75.3,54.5,16.9,11.5,6.3,10.8,106667,82.7,458500,854,0,3
"Henrieville, Utah",Utah,292,66.3,22.8,22.8,30.9,22.1,1.5,39583,79.5,177700,444,4,9
"Herriman, Utah",Utah,57336,75.8,48.3,13.5,22.6,6.6,9.0,118446,81.5,554900,1870,0,0
"Hideout, Utah",Utah,1111,73.7,26.0,14.7,16.6,11.2,31.5,76912,58.0,947400,1437,7,0
"Highland, Utah",Utah,19625,65.4,54.9,12.9,20.2,3.8,8.2,178662,92.9,846900,2100,6,3
"Hildale, Utah",Utah,1301,64.1,16.9,22.8,25.6,18.6,16.0,62727,55.9,385900,1372,8,4
"Hinckley, Utah",Utah,832,75.7,24.2,27.7,12.0,22.6,13.5,80500,54.1,167800,950,8,4
"Holden, Utah",Utah,443,68.8,29.8,20.2,16.2,14.9,18.9,72500,83.6,213800,1163,2,0
"Holladay, Utah",Utah,31236,64.9,55.3,12.1,18.7,5.4,8.5,112369,79.6,700100,1653,0,3
"Honeyville, Utah",Utah,1383,61.1,33.7,17.1,21.5,5.6,22.2,80347,81.7,435500,1036,2,0
"Hoytsville, Utah",Utah,788,39.4,29.3,13.5,11.2,29.8,16.3,66250,61.1,652800,679,1,2
"Huntington, Utah",Utah,2271,63.7,11.9,18.1,26.1,28.4,15.5,79091,77.4,192700,674,4,4
"Huntsville, Utah",Utah,493,55.2,46.5,10.0,18.3,14.3,10.9,83500,74.0,577400,1144,5,2
"Hurricane, Utah",Utah,21677,54.0,32.6,19.8,23.5,10.4,13.6,67424,71.9,411400,1235,2,0
"Hyde Park, Utah",Utah,5410,65.8,58.0,11.9,12.7,6.4,11.0,108068,92.3,507400,1269,0,3
"Hyrum, Utah",Utah,10022,69.2,40.1,17.2,19.4,4.4,18.8,85557,85.8,371500,980,2,0
"Ivins, Utah",Utah,9524,48.4,40.5,15.2,34.1,5.8,4.5,72263,77.7,542400,1720,2,0
"Joseph, Utah",Utah,546,66.1,18.5,10.1,52.4,13.7,5.2,80000,85.9,242400,1036,4,9
"Kamas, Utah",Utah,2229,83.3,39.8,25.1,19.9,10.6,4.4,87353,83.5,455900,1315,2,0
"Kanab, Utah",Utah,4950,61.6,28.4,24.8,33.4,5.9,7.5,80040,77.5,378600,1135,4,4
"Kanarraville, Utah",Utah,304,54.7,57.9,1.4,10.7,15.7,14.3,73750,82.3,383300,605,5,2
"Kaysville, Utah",Utah,32861,67.9,52.3,11.5,24.1,4.6,7.4,128996,87.8,583700,1423,0,0
"Kearns metro, Utah",Utah,37058,73.8,23.2,13.4,22.5,16.1,24.9,83355,82.2,334400,1644,2,0
"Koosharem, Utah",Utah,294,46.1,46.1,11.2,28.1,11.2,3.4,60938,73.9,254200,671,5,0
"Lake Shore, Utah",Utah,1242,71.1,56.9,9.4,18.5,6.2,9.0,97357,71.4,671400,1119,0,1
"La Verkin, Utah",Utah,4429,61.5,31.1,23.6,28.8,7.1,9.4,63061,77.3,366500,1316,4,4
"Layton, Utah",Utah,82512,73.1,44.6,13.2,21.9,8.6,11.5,99188,71.6,437400,1455,2,1
"Leeds, Utah",Utah,693,47.3,31.1,14.6,19.9,11.6,22.8,81181,80.5,450000,1600,2,0
"Lehi, Utah",Utah,81039,75.3,53.8,11.5,21.5,5.8,7.5,125860,77.1,567100,1798,0,3
"Lewiston, Utah",Utah,2225,69.2,35.3,12.9,19.1,11.7,21.0,88333,80.8,332300,841,2,0
"Lindon, Utah",Utah,11594,66.9,46.7,15.9,15.4,9.5,12.5,104583,78.5,638300,1502,0,0
"Loa, Utah",Utah,597,64.9,32.0,5.1,24.1,28.9,9.9,66838,73.4,316700,1080,2,0
"Logan, Utah",Utah,53923,73.1,35.6,16.8,23.4,6.6,17.6,56764,38.5,341000,1070,8,4
"Maeser, Utah",Utah,4533,60.2,27.2,17.2,26.6,15.0,14.1,77873,78.4,315100,792,4,0
"Magna metro, Utah",Utah,29488,72.4,24.3,12.8,23.5,17.7,21.7,87516,79.7,341400,1623,2,0
"Manila, Utah",Utah,425,69.9,19.8,33.7,31.2,10.9,4.5,71607,85.8,235000,1013,4,4
"Manti, Utah",Utah,3532,54.8,38.6,19.1,16.7,11.6,14.0,59500,78.9,272100,1076,5,2
"Mantua, Utah",Utah,1642,59.7,50.1,12.9,14.2,8.9,13.9,134239,94.8,570000,1200,0,3
"Mapleton, Utah",Utah,12340,62.7,51.2,10.1,19.0,8.0,11.7,127860,87.0,734100,1392,0,0
"Marriott-Slaterville, Utah",Utah,1885,68.5,35.3,8.7,24.4,15.3,16.3,89602,75.6,495700,1317,2,0
"Meadow, Utah",Utah,246,55.7,25.7,25.7,26.7,10.9,10.9,43750,89.0,234400,930,4,4
"Mendon, Utah",Utah,1446,78.1,49.4,11.5,19.3,7.3,12.4,141563,90.5,525000,753,0,3
"Midvale, Utah",Utah,35736,76.9,40.2,14.6,24.4,8.9,12.0,73058,43.9,408400,1480,7,1
"Midway, Utah",Utah,6110,56.6,62.7,12.0,16.3,5.0,3.9,146750,85.9,856100,3080,6,7
"Milford, Utah",Utah,1400,62.3,33.8,14.7,10.5,25.4,15.6,79861,71.2,243500,872,1,2
"Millcreek, Utah",Utah,63342,69.1,54.2,11.8,19.3,4.8,9.9,98502,63.4,579300,1444,7,1
"Millville, Utah",Utah,1820,63.0,42.9,17.7,17.2,11.7,10.5,90417,92.3,407000,1063,2,0
"Minersville, Utah",Utah,901,68.1,24.0,12.1,23.0,18.8,22.0,89000,94.3,229600,975,2,0
"Moab, Utah",Utah,5316,71.5,33.4,30.0,22.8,10.2,3.6,55333,58.5,478700,945,8,4
"Monroe, Utah",Utah,2570,49.1,36.5,23.3,18.8,8.7,12.7,63807,87.8,267700,1203,5,4
"Monticello, Utah",Utah,1941,45.7,35.9,16.2,26.8,12.5,8.6,63750,78.2,307900,1065,4,0
"Morgan, Utah",Utah,4268,68.6,47.4,15.7,18.3,10.6,7.9,114102,82.6,463100,1258,0,0
"Moroni, Utah",Utah,1238,67.1,22.1,19.2,17.0,22.4,19.3,71500,93.2,254300,862,1,2
"Mountain Green, Utah",Utah,3739,64.9,54.4,8.9,20.6,11.9,4.3,145925,92.8,700800,1800,0,3
"Mount Pleasant, Utah",Utah,3737,61.7,33.4,18.8,18.0,20.0,9.8,67459,76.6,269200,1049,1,2
"Murray, Utah",Utah,49904,70.9,46.2,12.1,22.6,7.5,11.7,87864,65.5,470200,1447,7,1
"Myton, Utah",Utah,662,51.7,21.5,7.8,25.1,20.5,25.1,54107,68.9,160400,883,9,9
"Naples, Utah",Utah,3217,58.4,42.9,12.3,23.1,8.6,13.2,94048,92.6,264100,1321,2,0
"Nephi, Utah",Utah,6700,71.9,40.6,15.6,15.7,11.4,16.6,97348,75.1,379800,1010,2,0
"Nibley, Utah",Utah,7651,74.5,40.9,13.5,24.7,6.7,14.2,105726,91.3,399100,1472,2,0
"North Logan, Utah",Utah,11228,68.1,47.9,13.8,20.4,4.7,13.2,84821,57.8,448600,1571,7,1
"North Ogden, Utah",Utah,21473,70.0,45.3,11.6,24.9,7.7,10.5,107425,85.3,443100,1405,0,0
"North Salt Lake, Utah",Utah,23239,73.9,46.1,9.5,20.4,6.8,17.2,106885,67.9,469800,1613,7,0
"Oakley, Utah",Utah,1812,62.5,48.0,20.1,10.7,18.6,2.6,102143,90.4,631200,2425,0,3
"Ogden, Utah",Utah,86973,68.8,32.7,15.8,19.7,11.2,20.6,70053,60.9,311300,1128,8,4
"Orangeville, Utah",Utah,1281,62.8,24.3,8.2,23.4,21.1,23.0,89643,85.1,204300,777,2,0
"Orem, Utah",Utah,97048,72.0,40.1,16.9,23.0,8.4,11.7,81292,58.2,439000,1405,7,0
"Palmyra, Utah",Utah,346,41.4,13.8,11.9,5.5,57.8,11.0,92857,68.9,583300,1500,1,6
"Panguitch, Utah",Utah,1871,59.0,34.6,32.2,12.8,8.0,12.3,75283,81.5,249300,799,3,4
"Paradise, Utah",Utah,806,59.6,50.2,10.5,18.9,10.5,9.9,95000,95.7,497600,983,2,0
"Paragonah, Utah",Utah,678,46.3,28.2,21.8,11.3,20.2,18.5,70057,73.8,279200,1089,1,4
"Park City, Utah",Utah,8365,70.8,49.7,15.2,23.3,5.5,6.3,140875,73.2,1739700,1900,6,3
"Parowan, Utah",Utah,3095,61.5,29.0,22.7,26.3,12.0,10.0,49934,63.5,299800,997,8,4
"Payson, Utah",Utah,22205,69.4,34.2,15.5,21.3,12.4,16.7,84286,82.2,388200,1393,2,0
"Perry, Utah",Utah,5708,65.8,38.7,21.5,21.1,5.5,13.2,99478,94.0,399400,989,2,0
"Plain City, Utah",Utah,8101,69.7,44.0,19.9,16.0,11.1,9.0,126250,94.3,532300,2184,0,3
"Pleasant Grove, Utah",Utah,37544,70.4,44.8,14.6,22.1,7.7,10.7,96347,66.5,454300,1588,7,1
"Pleasant View, Utah",Utah,11104,68.8,41.7,15.2,24.2,9.7,9.3,126679,85.3,526400,1710,0,0
"Plymouth, Utah",Utah,394,66.2,21.0,21.5,17.5,12.0,28.0,83393,94.0,345700,588,9,0
"Portage, Utah",Utah,223,56.1,16.0,8.6,21.0,19.8,34.6,55313,81.5,273300,1313,9,9
"Price, Utah",Utah,8216,58.5,30.3,15.2,27.2,11.8,15.5,46947,61.0,189800,796,8,4
"Providence, Utah",Utah,8675,62.4,49.7,13.2,16.0,6.7,14.3,103831,84.3,478300,1416,0,0
"Provo, Utah",Utah,114303,73.5,44.1,18.2,21.2,5.9,10.6,62800,39.9,437100,1152,7,4
"Randolph, Utah",Utah,772,47.1,30.4,15.9,17.2,24.2,12.3,87083,75.7,195800,625,1,4
"Richfield, Utah",Utah,8173,59.1,32.1,13.6,28.6,13.1,12.5,77847,68.1,287500,850,4,4
"Richmond, Utah",Utah,2971,66.2,42.0,13.2,22.3,8.2,14.2,103047,86.9,348700,930,2,0
"Riverdale, Utah",Utah,9294,65.2,34.5,16.7,26.9,8.2,13.7,64496,70.6,370300,1345,2,0
"River Heights, Utah",Utah,2179,72.4,50.5,9.0,21.5,6.9,12.1,109063,87.5,427900,1134,0,0
"Riverton, Utah",Utah,44944,72.3,45.7,11.3,24.1,7.5,11.2,119093,87.2,543900,1826,0,0
"Rockville, Utah",Utah,169,31.4,28.3,17.0,28.3,13.2,13.2,46250,71.2,658300,1500,4,0
"Rocky Ridge, Utah",Utah,901,82.0,29.0,10.1,5.3,10.9,44.7,89485,51.0,450000,639,9,5
"Roosevelt, Utah",Utah,6960,64.3,33.0,14.7,18.4,17.4,16.6,72664,69.6,265300,902,2,2
"Roy, Utah",Utah,39021,72.7,33.1,16.1,22.2,11.8,16.8,91112,86.3,350800,1557,2,0
"Rush Valley, Utah",Utah,425,53.5,34.4,12.2,25.0,18.9,9.4,85917,80.4,360700,1103,2,0
"St. George, Utah",Utah,99184,57.9,37.5,18.3,23.2,8.2,12.7,72870,68.2,456900,1429,2,0
"Salem, Utah",Utah,9893,69.8,47.3,14.4,20.5,11.7,6.0,107617,94.0,547000,1691,0,0
"Salina, Utah",Utah,2521,67.1,24.5,21.7,16.7,20.2,16.9,64464,75.0,257200,695,1,4
"Salt Lake City, Utah",Utah,203888,72.9,51.1,14.5,17.8,6.0,10.7,74925,46.8,495700,1343,7,1
"Sandy, Utah",Utah,94723,69.9,51.6,11.6,22.6,5.7,8.4,111242,75.9,562500,1728,0,3
"Santa Clara, Utah",Utah,7891,64.0,40.0,17.2,21.8,8.4,12.7,93083,79.2,509600,1912,0,0
"Santaquin, Utah",Utah,15391,73.3,35.8,13.8,23.6,11.7,15.1,95175,86.8,434700,1165,2,0
"Saratoga Springs, Utah",Utah,44070,72.0,52.0,12.7,20.2,6.6,8.6,123619,84.1,567200,2206,0,3
"Scipio, Utah",Utah,435,66.1,32.1,17.0,11.8,26.4,12.7,82292,93.6,250000,850,1,2
"Silver Summit, Utah",Utah,1574,60.8,73.9,11.7,9.9,0.0,4.5,235329,90.4,2000001,2697,6,7
"Smithfield, Utah",Utah,14033,69.3,37.9,14.7,23.3,8.1,16.0,90602,80.2,406300,1206,2,0
"Snyderville, Utah",Utah,6143,68.5,56.5,18.0,16.1,3.8,5.6,139228,77.6,995900,2902,6,3
"South Jordan, Utah",Utah,80331,70.6,51.7,10.4,24.6,5.2,8.1,126400,84.1,614800,1806,0,3
"South Ogden, Utah",Utah,17563,67.8,44.6,12.8,21.6,9.1,11.9,81543,69.9,371100,1334,2,0
"South Salt Lake, Utah",Utah,26277,76.1,38.2,17.7,18.0,11.3,14.8,68035,37.9,390400,1329,7,4
"South Weber, Utah",Utah,8037,70.7,45.8,11.6,31.7,4.3,6.6,132667,95.1,488700,1450,0,0
"Spanish Fork, Utah",Utah,43632,71.0,41.9,15.6,21.9,8.4,12.3,98497,79.2,444200,1417,2,0
"Spring City, Utah",Utah,1094,52.6,50.7,12.1,9.3,9.5,18.4,65139,86.3,294000,842,5,2
"Spring Glen, Utah",Utah,925,48.0,44.5,2.6,13.7,6.7,32.6,36864,47.1,269200,768,5,2
"Springville, Utah",Utah,35474,70.6,40.8,14.8,19.5,11.8,13.1,88516,70.1,429200,1472,2,0
"Stansbury Park, Utah",Utah,11163,76.0,48.0,11.4,19.7,8.0,12.9,132429,91.3,452600,1761,0,3
"Sterling, Utah",Utah,303,39.2,23.6,19.4,26.4,2.8,27.8,64261,82.8,221900,950,9,4
"Stockton, Utah",Utah,897,66.4,27.7,9.2,16.2,10.1,36.9,92857,94.0,350000,758,9,0
"Summit Park, Utah",Utah,8545,72.5,55.4,13.0,25.6,2.2,3.8,179516,83.1,1068300,2348,6,3
"Sunset, Utah",Utah,5567,78.7,23.3,17.2,21.7,17.1,20.7,74250,66.5,296900,1166,8,0
"Syracuse, Utah",Utah,34009,76.5,43.1,13.4,23.2,8.0,12.4,132459,91.6,531600,2006,0,3
"Tabiona, Utah",Utah,157,62.9,19.4,24.2,30.6,14.5,11.3,69167,69.6,252100,733,4,4
"Taylorsville, Utah",Utah,59010,70.7,31.2,13.7,25.9,11.6,17.5,85608,70.8,398900,1432,2,0
"Tooele, Utah",Utah,37265,71.4,31.4,12.7,21.3,13.5,21.1,88893,80.6,338400,1166,2,0
"Toquerville, Utah",Utah,2115,63.3,25.6,21.1,21.4,13.8,18.1,91818,93.3,463200,1375,2,0
"Tremonton, Utah",Utah,10886,72.9,24.5,12.4,17.1,16.6,29.3,72028,66.0,334300,1104,9,4
"Trenton, Utah",Utah,534,71.5,24.1,20.3,22.4,14.5,18.6,83000,76.3,316700,650,2,4
"Uintah, Utah",Utah,1461,63.8,43.1,15.6,17.5,9.5,14.2,101417,87.3,462800,1185,2,0
"Vernal, Utah",Utah,10254,64.1,21.9,27.0,19.5,9.4,22.2,59178,51.9,234200,900,8,4
"Vernon, Utah",Utah,324,55.3,25.4,7.7,7.7,30.8,28.5,76250,90.7,315500,917,1,0
"Vineyard, Utah",Utah,13510,83.0,50.0,12.5,22.4,8.7,6.4,100022,43.5,562600,1781,7,1
"Wales, Utah",Utah,345,54.9,28.0,23.2,5.6,9.6,33.6,75625,78.7,340600,853,9,5
"Washington, Utah",Utah,30686,60.8,39.8,15.9,25.9,7.9,10.5,94015,75.3,511100,1581,2,0
"Washington Terrace, Utah",Utah,9196,62.4,41.2,15.4,23.0,9.5,10.9,79971,73.5,332300,1084,2,0
"Wellington, Utah",Utah,1526,51.9,31.4,15.6,17.5,17.5,18.0,58807,59.4,173100,868,8,4
"Wellsville, Utah",Utah,4120,73.3,48.9,14.9,13.5,7.2,15.5,110543,89.5,403500,1057,2,3
"Wendover, Utah",Utah,1264,70.7,13.7,51.0,15.0,7.2,13.0,45938,24.1,166700,688,3,4
"West Bountiful, Utah",Utah,5920,63.5,46.7,11.5,16.8,16.7,8.2,127344,83.4,530500,1632,0,0
"West Haven, Utah",Utah,19977,75.7,39.8,12.2,24.2,13.6,10.2,104307,70.6,511200,1715,7,1
"West Jordan, Utah",Utah,116277,76.1,37.5,13.5,23.6,9.9,15.5,103960,77.5,454700,1650,2,0
"West Point, Utah",Utah,11559,76.9,37.5,11.6,23.4,10.5,17.1,118660,88.3,437800,1600,2,0
"West Valley City, Utah",Utah,137955,73.3,25.6,16.8,23.5,14.0,20.0,88604,71.1,377300,1445,2,0
"White City metro, Utah",Utah,5568,72.0,34.9,10.7,33.3,7.5,13.5,98603,88.6,423200,1606,2,0
"Willard, Utah",Utah,2008,67.3,45.5,8.1,19.5,5.2,21.7,91875,85.1,389600,1662,2,0
"Wolf Creek, Utah",Utah,1599,64.0,55.7,9.9,14.8,5.3,14.4,162708,85.8,699500,950,0,3
"Woodland, Utah",Utah,505,45.3,18.6,22.1,5.0,20.0,34.3,80556,79.8,658300,1119,9,5
"Woodland Hills, Utah",Utah,1439,64.3,55.7,7.9,19.1,6.6,10.7,137426,92.3,736100,1750,0,3
"Woods Cross, Utah",Utah,11490,79.0,43.4,15.6,21.1,9.7,10.3,115335,84.8,472600,1572,0,0
"Afton, Wyoming",Wyoming,1982,74.8,37.8,16.7,25.5,15.8,4.1,56806,59.3,311200,738,8,4
"Alpine, Wyoming",Wyoming,978,82.1,32.9,13.5,19.9,13.5,20.2,100625,49.8,511000,1213,7,0
"Arapahoe, Wyoming",Wyoming,1460,62.4,21.1,40.9,20.0,7.0,10.9,67188,71.3,190900,483,3,4
"Baggs, Wyoming",Wyoming,411,70.0,8.6,16.2,14.3,27.1,33.8,54063,81.3,180800,698,9,0
"Bar Nunn, Wyoming",Wyoming,2980,69.2,39.9,11.3,17.2,15.4,16.1,110598,96.1,287800,1098,2,0
"Basin, Wyoming",Wyoming,1304,61.0,24.5,16.3,13.8,25.3,20.2,59941,76.7,143900,914,1,4
"Bear River, Wyoming",Wyoming,835,62.9,35.0,6.1,28.9,11.8,18.2,118185,95.3,330300,1425,2,0
"Big Piney, Wyoming",Wyoming,445,61.8,27.5,12.5,35.0,12.0,13.0,62500,61.0,198700,907,4,4
"Boulder Flats, Wyoming",Wyoming,470,54.5,31.4,29.6,16.6,13.6,8.9,80250,87.9,192900,1031,3,4
